entidad,tipo_entidad
Amelia Rueda,ser humano
Mario Sequeira,ser humano
María Suárez Toro,ser humano
Alda Facio,ser humano
Johnny Chaves,ser humano
Elizabeth Bourland,ser humano
Tatiana Trejos Rodríguez,ser humano
Kijell Medina,ser humano
Jamal Rodríguez,ser humano
Luis Hernández,ser humano
Erika Vargas,ser humano
Andrey Fonseca,ser humano
Carolina Rodríguez Durán,ser humano
Mercedes Chacón Porras,ser humano
Miguel Murillo,ser humano
Wendy Porras,ser humano
Carlos Alvarado Quesada,ser humano
Mario Redondo Poveda,ser humano
Universidad de Texas en Arlington,universidad
Buenos Aires,asentamiento
Pavas,distrito
Puerto Rico,territorio
activista por los derechos humanos,activista
Universidad Estatal de Nueva York,universidad
Universidad de Nueva York,universidad
Hatillo,página de desambiguación de Wikimedia
Universidad de Leipzig,universidad
Municipal Pérez Zeledón,club de fútbol
químico,profesión
pionero,cargo
investigador,profesional
Universidad de Sussex,universidad
Universidad Autónoma de Centro América,universidad
Daniela Cruz,ser humano
Dinnia Díaz,ser humano
Cristin Granados,ser humano
Gabriela Guillén,ser humano
Melissa Herrera,ser humano
Rubén Bermúdez,ser humano
Rodolfo Villalobos,ser humano
Carlos Muñoz,ser humano
Amelia Valverde Villalobos,ser humano
Carol Sánchez,ser humano
Karla Villalobos,ser humano
Cornelius Wilson,ser humano
Joao Fernando Johanning Mora,ser humano
Adriana Venegas,ser humano
Josué González,ser humano
Alfredo Cardona Peña,ser humano
Natasha Jiménez,ser humano
Daniel Zovatto,ser humano
Emilio Alfonso Sagot Ortega,ser humano
Joseph Mora,ser humano
Sámara,distrito
San Rafael,ciudad
Universidad del Sur de Florida,universidad
Universidad Creighton,universidad
surfista,deportista
Isla de Pecixe,isla
activista LGBTI,activista
actor de televisión,actor
Jake Beckford,ser humano
James Hudson,ser humano
Jason Zárate,ser humano
Jean Carlos Chacón,ser humano
Jeannette Benavides,ser humano
Jeisson Jiménez,ser humano
Jerónimo de Retes y López de Ortega,ser humano
Jessica Clark Cohen,ser humano
Jessica Umaña,ser humano
Jesús Manuel Fernández Morales,ser humano
Joan Gemmir i Lleonart y Fontanills,ser humano
Kenny Cunningham,ser humano
Joaquín Bernardo García-Castro,ser humano
Joaquín Vargas Gené,ser humano
John Sánchez,ser humano
Johnny Cubero,ser humano
Jordan Smith,ser humano
Jorge Antonio Salas Bonilla,ser humano
Jorge González Martén,ser humano
Jorge Guardia Carazo,ser humano
