entidad,tipo_entidad
Lucía León,ser humano
Juan Mayí,ser humano
Eric Alexander Batsta Pérez,ser humano
Amenazzy,ser humano
Milton Peláez,ser humano
Miguel Reyes Sánchez,ser humano
Yarissa,ser humano
Chimbala,ser humano
Lizzy Parra,ser humano
Rubinsky RBK,ser humano
Sergio Hernández,ser humano
Andrés Sandoval,ser humano
Bayaguana,municipio
científico,profesión
Salvaleón de Higüey,asentamiento
Mi San Juan,álbum
San Bartolomé de Tirajana,municipio
Trapero,página de desambiguación de Wikimedia
Milford,página de desambiguación de Wikimedia
Universidad de Richmond,universidad
Jael Uribe,ser humano
Radamés Martínez,ser humano
Ángelo Mota Brea,ser humano
Aneudy Navarro,ser humano
Yessica Oviedo,ser humano
Ángel Paulino,ser humano
Reina Paulino,ser humano
Luis Miguel Pérez,ser humano
Henry Quezada,ser humano
Ángel Ramírez,ser humano
Carix Ramírez,ser humano
Richard Ramos,ser humano
Olguín Sabúa,ser humano
Elsa Sánchez,ser humano
Jeffry de Jesus Serrata,ser humano
Servio Severino,ser humano
Manuel Simonó,ser humano
Damaris Ubieres,ser humano
Billy Váldez,ser humano
Eligio Vásquez,ser humano
Ezequiel Díaz,ser humano
Deisy Toussaint,ser humano
Amín Cruz,ser humano
Juan Carlos Campos Sagaseta,ser humano
Darlenys de la Cruz Severino,ser humano
Joan Matias,ser humano
Berleni Vianney Lebrón Liriano,ser humano
Andrés López de Medrano,ser humano
Lariza Díaz,ser humano
Andreína Paniagua,ser humano
Thais Karina Herrera Jimenez,ser humano
Omar de la Cruz (futbolista),ser humano
Nelson Lemaire,ser humano
Mustapha Aziz,ser humano
Anthony Garcia,ser humano
Cristopher Jiménez Orozco,ser humano
Rosy Fernández Gutiérrez,ser humano
Rumarda Urbáez,ser humano
Cristian Javier Pinales,ser humano
Pamplona,municipio
El Nacional,página de desambiguación de Wikimedia
atleta paralímpico,deportista
conservador de museo,profesión
Universidad Nacional Pedro Henríquez Ureña,universidad
montañismo,deporte
Ibiza,isla
Schaerbeek,municipio
Bélgica,país
Tarudant,ciudad
Líbano,municipio
investigador,profesional
Ana González,ser humano
Anne Guzman,ser humano
Virginia Echevarria,ser humano
Stephany Contreras,ser humano
Gina Figueroa,ser humano
Karla De Jesus,ser humano
Madelin Canela,ser humano
Hilda Castillo,ser humano
Yaina Beras,ser humano
Grace Fabián,ser humano
Monica Rodriguez,ser humano
Dío Astacio,ser humano
Luis Alfredo Torres,ser humano
Juan Alberto Peña Lebrón,ser humano
Denyi Reyes,ser humano
