entidad,tipo_entidad
San Patricio,página de desambiguación de Wikimedia
catedrático de universidad,profesor universitario
Universidad Politécnica de Madrid,universidad
Tebicuary (Paraguay),municipio
sociólogo,profesión
Instituto de Investigaciones Sociales,institución educativa
investigador,profesional
académico,rango académico
filósofo,académico
Caaguazú,ciudad
Rusia,país
alcalde,cargo
Universidad de Salamanca,universidad
Sergio Nichiporuk,ser humano
Ignacio Mendoza Unzaín,ser humano
Alfonso González Núñez,ser humano
Pablo Meza,ser humano
Enrique Samaniego,ser humano
María Cristina Gómez Rabito,ser humano
Desirée Masi,ser humano
Pedro Lorenzo Alliana Rodríguez,ser humano
Sandra María McLeod de Zacarías,ser humano
Juan Ángel Nuñez Duarte,ser humano
Hugo Velázquez,ser humano
Alicia Pucheta,ser humano
Olga Katryna Subeldia Cabrera,ser humano
Darío Cáceres,ser humano
Marcelo Baez,ser humano
Lila Acosta,ser humano
Sira Escudero,ser humano
Max Narvaez,ser humano
Wilfrido Castro,ser humano
África Battaglia,ser humano
Departamento de Itapúa,departamento
Diputado Nacional de Paraguay,cargo
intendente municipal de Ciudad del Este,cargo público
concejal de Ciudad del Este,cargo
Carlos Ruíz Peralta,ser humano
Esteban Alegre,ser humano
Sergio Díaz Velázquez,ser humano
Marcos Augusto Morínigo,ser humano
Mario López Quintana,ser humano
Alejandrino Barrios,ser humano
Tiberio Godoy,ser humano
Myriam Arévalos,ser humano
Antonio Alejandro Franco,ser humano
Milva Gauto,ser humano
Fernando Fabián Fernández,ser humano
Cristian Colmán,ser humano
Óscar Ruiz,ser humano
Rodrigo Resquín,ser humano
Óscar Agüero,ser humano
Wildo Alonso,ser humano
Elvio Amarilla,ser humano
Juan David Argüello,ser humano
Víctor Ayala Ojeda,ser humano
Jeremías Bogado,ser humano
explorador,investigador
profesor universitario,profesión académica
Universidad de Buenos Aires,universidad
Academia Nacional de la Historia de la República Argentina,organización
Villa Elisa,municipio
Sara Schaerer,ser humano
Santiago Irala,ser humano
Clara Sosa,ser humano
Fernando Ovelar,ser humano
Jorge Bernardo Schvartzman,ser humano
Rodrigo Ruiz Díaz,ser humano
Ignacio Ávila,ser humano
Frederick Bauer,ser humano
Adam Bareiro,ser humano
Diego López,ser humano
Matías Nicolás Rojas,ser humano
Pablo Martínez,ser humano
Santiago Rojas,ser humano
David Martínez,ser humano
Nicolás Morínigo,ser humano
Braian Ojeda,ser humano
Fernando Romero,ser humano
Cristhian Candia,ser humano
Pedro Álvarez,ser humano
Alexis Duarte,ser humano
Brookhaven National Laboratory,instituto de investigación
San Juan Nepomuceno,página de desambiguación de Wikimedia
herpetólogo,profesión
Anai Benitez Mendez,ser humano
Andrea Natalia Caceres Grau,ser humano
Lisandry Noemi Fernandez Coronel,ser humano
Karin Annette Tatter Ibañez,ser humano
Gabriela Maria Quevedo Escobar,ser humano
Valentina Maria Sasiain Arrua,ser humano
Venecia Carolina Pereira Fleitas,ser humano
Maria Sol Flecha Noguera,ser humano
Bibiana Beatriz Ortiz Villagra,ser humano
Gabriel Peralta,ser humano
Emilio Joel Brunet Avalos,ser humano
Alessandro Matias Raidan Sforza,ser humano
Jose Maria Pereira Cristaldo,ser humano
Rolando Ivan Paredes Mendieta,ser humano
Carlo Sebastian Ciciolli Delmas,ser humano
Emmanuel Juan Jose Gonzalez Galeano,ser humano
Juan Antonio Amarilla Vargas,ser humano
Jorge Dario Martinez Rojas,ser humano
Mario Marcelo Mereles Ferreira,ser humano
Gustavo Alejandro Arguello Larre,ser humano
Eder Acosta Santacruz,ser humano
